"Bought From","Được mua từ"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","Bằng việc tạo tài khoản trên website chúng tôi, bạn sẽ có thể mua hàng và thanh toán nhanh hơn, lưu trữ nhiều địa chỉ giao hàng, có thể xem và theo dõi trạng thái đơn hàng, và còn nhiều tiện ích khác nữa..."
"CSV","CSV"
"Cancel","Cancel"
"Cannot save a new password.","Cannot save a new password."
"Cannot save address.","Cannot save address."
"Cannot save the customer.","Cannot save the customer."
"Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged.","Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged."
"Change Account Password","Change Account Password"
"Change Billing Address","Thay đổi Địa chỉ thanh toán"
"Change Password","Đổi mật khẩu"
"Change Shipping Address","Thay đổi Địa chỉ giao hàng"
"City","City"
"Company","Company"
"Config","Config"
"Configure","Configure"
"Confirm New Password","Nhập lại mật khẩu mới"
"Confirm Password","Xác nhận mật khẩu"
"Confirmation Link Email","Confirmation Link Email"
"Confirmed","Đã xác nhận"
"Contact Information","Contact Information"
"Continue Shopping","Continue Shopping"
"Country","Country"
"Create","Create"
"Create New Account Options","Create New Account Options"
"Create New Customer Account","Tạo tài khoản khách hàng mới"
"Create Order","Tạo Đơn hàng"
"Create an Account","Tạo tài khoản"
"Create customer","Create customer"
"Create customer address","Create customer address"
"Current Password","Mật khẩu hiện tại"
"Customer","Customer"
"Customer API","Customer API"
"Customer Account Edit Form","Customer Account Edit Form"
"Customer Account Login Form","Customer Account Login Form"
"Customer Account Logout Success","Customer Account Logout Success"
"Customer Account Registration Form","Customer Account Registration Form"
"Customer Addresses","Địa chỉ khách hàng"
"Customer Configuration","Customer Configuration"
"Customer Forgot Password Form","Customer Forgot Password Form"
"Customer Group","Nhóm khách hàng"
"Customer Groups","Customer Groups"
"Customer Information","Thông tin khách hàng"
"Customer Login","Khách hàng đăng nhập"
"Customer My Account (All Pages)","Customer My Account (All Pages)"
"Customer My Account Address Book","Customer My Account Address Book"
"Customer My Account Address Edit Form","Customer My Account Address Edit Form"
"Customer My Account Dashboard","Customer My Account Dashboard"
"Customer Since","Tạo ngày"
"Customer View","Thông tin chung"
"Customer collection expected.","Customer collection expected."
"Customer email is required","Customer email is required"
"Customer website ID must be specified when using the website scope","Customer website ID must be specified when using the website scope"
"Customer will stay on the current page if ""No"" is selected.","Customer will stay on the current page if ""No"" is selected."
"Customers","Customers"
"Customers Only","Customers Only"
"Customers Section","Customers Section"
"DD","DD"
"Date","Ngày"
"Date Added","Date Added"
"Date of Birth","Ngày Sinh"
"Day","Day"
"Days in Wishlist","Days in Wishlist"
"Default Addresses","Địa chỉ mặc định"
"Default Billing Address","Địa chỉ thanh toán mặc định"
"Default Email Domain","Default Email Domain"
"Default Group","Nhóm mặc định"
"Default Shipping Address","Địa chỉ giao hàng mặc định"
"Default Value for Disable Automatic Group Changes Based on VAT ID","Default Value for Disable Automatic Group Changes Based on VAT ID"
"Default Welcome Email","Default Welcome Email"
"Delete","Delete"
"Delete Address","Xóa địa chỉ"
"Delete Customer","Xóa khách hàng"
"Delete Customer Group","Xóa Nhóm khách hàng"
"Delete customer","Xóa khách hàng"
"Delete customer address","Delete customer address"
"Deleted Stores","Deleted Stores"
"Details","Chi tiết"
"Product Details","Giới Thiệu Nội Dung Sản Phẩm"
"Disabled","Vô hiệu"
"Edit","Sửa"
"Edit Account Info","Edit Account Info"
"Edit Account Information","Chỉnh sửa thông tin tài khoản"
"Edit Address","Sửa địa chỉ"
"Edit Address Entry","Edit Address Entry"
"Edit Customer Group ""%s""","Sửa nhóm khách hàng ""%s"""
"Edit Customer Groups","Sửa nhóm khách hàng"
"Edit Customer's Address","Sửa Địa chỉ khách hàng"
"Edit Group","Sửa nhóm"
"Edit Newsletters","Edit Newsletters"
"Email","Email"
"Email Address","Địa chỉ Email"
"Email Sender","Email Sender"
"Email:","Email:"
"Enable Automatic Assignment to Customer Group","Enable Automatic Assignment to Customer Group"
"Entity collection is expected.","Entity collection is expected."
"Excel XML","Excel XML"
"Failed to confirm customer account.","Failed to confirm customer account."
"Fax","Fax"
"First Name","Tên"
"Forgot Email Template","Forgot Email Template"
"Forgot Password","Forgot Password"
"Forgot Your Password","Quên mật khẩu"
"Forgot Your Password?","Quên mật khẩu?"
"Forgot and Remind Email Sender","Forgot and Remind Email Sender"
"Form Fields Before","Form Fields Before"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","Từ Bảng điều khiển này, bạn có thể xem được tổng quát những hoạt động gần đây của mình, và có thể chỉnh sửa những thông tin cần thiết."
"Gender","Giới tính"
"Gender is required.","Gender is required."
"General Subscription","Bản tin tổng quát"
"Generate Human-Friendly Customer ID","Generate Human-Friendly Customer ID"
"Global","Global"
"Grand Total","Grand Total"
"Group","Nhóm"
"Group Information","Thông tin nhóm"
"Group Name","Tên nhóm"
"Group for Invalid VAT ID","Group for Invalid VAT ID"
"Group for Valid VAT ID - Domestic","Group for Valid VAT ID - Domestic"
"Group for Valid VAT ID - Intra-Union","Group for Valid VAT ID - Intra-Union"
"Guest","Guest"
"HTML","HTML"
"Hello, %s!","Xin chào, %s!"
"ID","ID"
"IP Address","IP Address"
"If there is an account associated with %s you will receive an email with a link to reset your password.","Nếu có tài khoản liên quan với %s, bạn sẽ nhận được email chứa liên kết để đặt lại mật khẩu mới."
"If you are a registered VAT customer, please click <a href=""%s"">here</a> to enter you billing address for proper VAT calculation","If you are a registered VAT customer, please click <a href=""%s"">here</a> to enter you billing address for proper VAT calculation"
"If you are a registered VAT customer, please click <a href=""%s"">here</a> to enter you shipping address for proper VAT calculation","If you are a registered VAT customer, please click <a href=""%s"">here</a> to enter you shipping address for proper VAT calculation"
"If you believe this is an error, please contact us at %s","If you believe this is an error, please contact us at %s"
"If you have an account with us, please log in.","Nếu bạn đã có tài khoản trên website của chúng tôi, vui lòng đăng nhập!"
"Invalid attribute option specified for attribute %s (%s), skipping the record.","Invalid attribute option specified for attribute %s (%s), skipping the record."
"Invalid attribute set specified, skipping the record.","Invalid attribute set specified, skipping the record."
"Invalid billing address for (%s)","Invalid billing address for (%s)"
"Invalid current password","Invalid current password"
"Invalid customer data","Invalid customer data"
"Invalid email address ""%s"".","Invalid email address ""%s""."
"Invalid email address.","Invalid email address."
"Invalid login or password.","Thông tin đăng nhập không chính xác."
"Invalid password reset token.","Invalid password reset token."
"Invalid shipping address for (%s)","Invalid shipping address for (%s)"
"Invalid store specified, skipping the record.","Invalid store specified, skipping the record."
"Invalid website, skipping the record, line: %s","Invalid website, skipping the record, line: %s"
"Last Activity","Hoạt động cuối"
"Last Date Subscribed","Last Date Subscribed"
"Last Date Unsubscribed","Last Date Unsubscribed"
"Last Name","Họ"
"Middle Name/Initial","Tên Đệm"
"Last URL","URL cuối"
"Leave empty for default (15 minutes).","Leave empty for default (15 minutes)."
"Leave empty for default (2). Valid range: 1-4","Leave empty for default (2). Valid range: 1-4"
"Lifetime Sales","Lifetime Sales"
"Log In","Đăng nhập"
"Log Out","Thoát"
"Login","Đăng nhập"
"Login Information","Thông tin đăng nhập"
"Login Options","Login Options"
"Login and password are required.","Login and password are required."
"Login or Create an Account","Đăng nhập hoặc Tạo tài khoản mới"
"MM","MM"
"Manage Addresses","Quản lý địa chỉ"
"Manage Customers","Manage Customers"
"Maximum length must be less then %s symbols","Độ dài tối đa phải nhỏ hơn %s ký tự"
"Missing email, skipping the record, line: %s","Missing email, skipping the record, line: %s"
"Missing email, skipping the record.","Missing email, skipping the record."
"Missing first name, skipping the record, line: %s","Missing first name, skipping the record, line: %s"
"Missing firstname, skipping the record.","Missing firstname, skipping the record."
"Missing last name, skipping the record, line: %s","Missing last name, skipping the record, line: %s"
"Missing lastname, skipping the record.","Missing lastname, skipping the record."
"Missing website, skipping the record, line: %s","Missing website, skipping the record, line: %s"
"Month","Month"
"My Account","Tài khoản"
"My Account Wrapper","My Account Wrapper"
"My Dashboard","Bảng điều khiển của khách hàng"
"My Orders","Đơn hàng của tôi"
"Name","Name"
"Name and Address Options","Name and Address Options"
"Never","Never"
"New Address","New Address"
"New Address Entry","New Address Entry"
"New Customer","New Customer"
"New Customer Address","New Customer Address"
"New Customer Group","Nhóm khách hàng mới"
"New Customer Groups","Nhóm khách hàng mới"
"New Customers","Khách hàng mới"
"New Group","Nhóm mới"
"New Password","Mật khẩu mới"
"New account","New account"
"New account confirmation key","New account confirmation key"
"New account confirmed","New account confirmed"
"New password field cannot be empty.","New password field cannot be empty."
"Newsletter","Newsletter"
"Newsletter Finish","Newsletter kết thúc"
"Newsletter Information","Thông tin newsletter"
"Newsletter Received","Newsletter đã nhận"
"Newsletter Start","Newsletter bắt đầu"
"Newsletter Subscription","Đăng ký nhận tin điện tử (Newsletter)"
"Newsletters","Nhận tin điện tử (Newsletter)"
"No Items Found","Không tìm thấy sản phẩm"
"No Newsletter Found","Không tìm thấy newsletter"
"No customer collections found","No customer collections found"
"No item specified.","No item specified."
"Not Sent","Chưa được gởi"
"Not confirmed, can login","Not confirmed, can login"
"Not confirmed, cannot login","Not confirmed, cannot login"
"Number of Lines in a Street Address ","Number of Lines in a Street Address "
"Offline","Offline"
"Online","Online"
"Online Customers","Online Customers"
"Online Customers Options","Online Customers Options"
"Online Minutes Interval","Online Minutes Interval"
"Order #","Order #"
"Order Total","Order Total"
"Orders","Orders"
"PDF","PDF"
"Password","Mật khẩu"
"Password Management","Quản lý mật khẩu"
"Password Options","Password Options"
"Password forgotten","Password forgotten"
"Password:","Password:"
"Paused","Đã tạm dừng"
"Pending","Chưa xử lý"
"Per Website","Per Website"
"Personal Information","Thông tin cá nhân"
"Please enter a number 1 or greater in this field.","Please enter a number 1 or greater in this field."
"Please enter a valid date between %s and %s at %s.","Please enter a valid date between %s and %s at %s."
"Please enter a valid date equal to or greater than %s at %s.","Please enter a valid date equal to or greater than %s at %s."
"Please enter a valid date less than or equal to %s at %s.","Please enter a valid date less than or equal to %s at %s."
"Please enter the city.","Please enter the city."
"Please enter the country.","Please enter the country."
"Please enter the first name.","Please enter the first name."
"Please enter the last name.","Please enter the last name."
"Please enter the state/province.","Please enter the state/province."
"Please enter the street.","Please enter the street."
"Please enter the telephone number.","Please enter the telephone number."
"Please enter the zip/postal code.","Please enter the zip/postal code."
"Please enter your email address below. You will receive a link to reset your password.","Vui lòng nhập email của bạn vào đây! Sau đó bạn sẽ nhận được liên kết để đặt lại mật khẩu mới."
"Please enter your email below and we will send you confirmation link for it.","Vui lòng nhập email của bạn dưới đây và chúng tôi sẽ gửi email có link xác nhận tài khoản cho bạn."
"Please enter your email.","Please enter your email."
"Please make sure your passwords match.","Please make sure your passwords match."
"Please select","Please select"
"Please select a website which contains store view","Please select a website which contains store view"
"Please select region, state or province","Please select region, state or province"
"Please, check your email for confirmation key.","Xin vui lòng, kiểm tra email của bạn để xác nhận tài khoản."
"Prefix Dropdown Options","Prefix Dropdown Options"
"Price","Price"
"Product","Sản phẩm"
"prod","s.phẩm"
"Product ID","ID sản phẩm"
"Product Name","Tên sản phẩm"
"Product Reviews","Đánh giá sản phẩm"
"Product Tags","Product Tags"
"Purchase On","Được mua lúc"
"Purchased At","Được mua lúc"
"Qty","Qty"
"Recent Orders","Những đơn hàng gần đây"
"Records for %s store found.","Records for %s store found."
"Recovery Link Expiration Period (days)","Recovery Link Expiration Period (days)"
"Redirect Customer to Account Dashboard after Logging in","Redirect Customer to Account Dashboard after Logging in"
"Refunded","Refunded"
"Registered Customers","Khách hàng cũ"
"Remind Email Template","Remind Email Template"
"Remind Password","Remind Password"
"Remove","Remove"
"Require Emails Confirmation","Require Emails Confirmation"
"Reset a Password","Đặt lại mật khẩu"
"Retrieve address data","Retrieve address data"
"Retrieve address info","Retrieve address info"
"Retrieve customer addresses","Retrieve customer addresses"
"Retrieve customer data","Retrieve customer data"
"Retrieve customer groups","Retrieve customer groups"
"Retrieve customer info","Retrieve customer info"
"Retrieve customers","Retrieve customers"
"Retrieve your confirmation link here","Lấy link xác nhận tài khoản của bạn"
"Retrieve your password here","Tìm lại mật khẩu"
"SKU","Mã hàng"
"Sales Statistics","Số liệu thống kê bán hàng"
"Save","Lưu"
"Save Address","Lưu địa chỉ"
"Save Customer","Lưu Khách hàng"
"Save Customer Group","Lưu Nhóm khách hàng"
"Save Password","Save Password"
"Save and Continue Edit","Lưu và Sửa tiếp"
"Saved %d record(s)","Saved %d record(s)"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field."
"Send From","Send From"
"Send Welcome Email","Send Welcome Email"
"Send Welcome Email after Confirmation","Send Welcome Email after Confirmation"
"Send auto-generated password","Gởi mật khẩu được tạo tự động"
"Send confirmation link","Gửi Email Xác Nhận"
"Sending","Sending"
"Sent","Sent"
"Session Start Time","Thời gian Session bắt đầu"
"Set as Default Billing Address","Set as Default Billing Address"
"Set as Default Shipping Address","Set as Default Shipping Address"
"Share Customer Accounts","Share Customer Accounts"
"Shipped to First Name","Shipped to First Name"
"Shipped to Last Name","Shipped to Last Name"
"Shipped to Name","Người nhận hàng"
"Shopping Cart","Giỏ hàng"
"Shopping Cart - %d item(s)","Giỏ hàng - %d sản phẩm"
"Shopping Cart of %1$s - %2$d item(s)","Shopping Cart of %1$s - %2$d item(s)"
"Show Date of Birth","Show Date of Birth"
"Show Gender","Show Gender"
"Show Middle Name (initial)","Show Middle Name (initial)"
"Show Prefix","Show Prefix"
"Show Suffix","Show Suffix"
"Show Tax/VAT Number","Show Tax/VAT Number"
"Show VAT Number on Frontend","Show VAT Number on Frontend"
"Sign Up for Newsletter","Đăng ký nhận bản tin định kỳ"
"Skipping import row, required field ""%s"" is not defined.","Skipping import row, required field ""%s"" is not defined."
"Skipping import row, website ""%s"" field does not exist.","Skipping import row, website ""%s"" field does not exist."
"State/Province","State/Province"
"Status","Trạng thái"
"Store","Store"
"Street Address","Địa chỉ"
"Street Address %s","Street Address %s"
"Subject","Subject"
"Submit","Submit"
"Subscribe to Newsletter","Đăng ký nhận tin"
"Subscribed to Newsletter?","Đã đăng ký nhận tin?"
"Suffix Dropdown Options","Suffix Dropdown Options"
"Tag Name","Tag Name"
"Tax Calculation Based On","Tax Calculation Based On"
"Tax Class","Thuế"
"Tax/VAT number","Mã số thuế"
"Ward","Xã/Phường"
"Telephone","Điện thoại"
"Text","Text"
"Text One Line","Text One Line"
"Thank you for registering with %s.","Cảm ơn bạn đã đăng ký tại %s!"
"The Date of Birth is required.","The Date of Birth is required."
"The TAX/VAT number is required.","The TAX/VAT number is required."
"The VAT ID entered (%s) is not a valid VAT ID.","The VAT ID entered (%s) is not a valid VAT ID."
"The VAT ID entered (%s) is not a valid VAT ID. The customer would belong to Customer Group %s.","The VAT ID entered (%s) is not a valid VAT ID. The customer would belong to Customer Group %s."
"The VAT ID is valid. The current Customer Group will be used.","The VAT ID is valid. The current Customer Group will be used."
"The account information has been saved.","Thông tin tài khoản đã được lưu lại."
"The address does not belong to this customer.","Địa chỉ không phụ thuộc đến khách hàng này."
"The address has been deleted.","Đã xóa địa chỉ."
"The address has been saved.","Địa chỉ đã được lưu."
"The customer ID and email did not match, skipping the record, line: %s","The customer ID and email did not match, skipping the record, line: %s"
"The customer does not have default billing address.","The customer does not have default billing address."
"The customer email (%s) already exists, skipping the record, line: %s","The customer email (%s) already exists, skipping the record, line: %s"
"The customer group has been deleted.","Nhóm khách hàng đã được xóa."
"The customer group has been saved.","Nhóm khách hàng đã được lưu."
"The customer is currently assigned to Customer Group %s.","The customer is currently assigned to Customer Group %s."
"The first name cannot be empty.","The first name cannot be empty."
"The group ""%s"" cannot be deleted","The group ""%s"" cannot be deleted"
"The last name cannot be empty.","The last name cannot be empty."
"The minimum password length is %s","The minimum password length is %s"
"The password cannot be empty.","The password cannot be empty."
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","The password must have at least 6 characters. Leading or trailing spaces will be ignored."
"The suffix that goes after name (Jr., Sr., etc.)","The suffix that goes after name (Jr., Sr., etc.)"
"The title that goes before name (Mr., Mrs., etc.)","The title that goes before name (Mr., Mrs., etc.)"
"There are no items in customer's wishlist at the moment","Hiện không có sản phẩm trong Danh sách yêu thích của khách"
"There are no items in customer's shopping cart at the moment","Hiện không có sản phẩm trong Giỏ hàng của khách"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","Hiện đã có một tài khoản với địa chỉ email này, nếu bạn quên mật khẩu, xin <a href=""%s"">nhấn vào đây</a> để lấy lại mật khẩu truy cập tài khoản."
"There was an error validating the VAT ID.","There was an error validating the VAT ID."
"There was an error validating the VAT ID. The customer would belong to Customer Group %s.","There was an error validating the VAT ID. The customer would belong to Customer Group %s."
"This account is not confirmed.","Tài khoản này chưa được xác nhận. Vui lòng kiểm tra email của bạn để xác nhận tài khoản. Nếu không nhận được email của chúng tôi, xin vui lòng kiểm tra hộp thư rác. <a href=""/customer/account/confirmation"">Nhấn vào đây</a> để gửi lại email xác nhận."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","Tài khoản này chưa được xác nhận. Vui lòng kiểm tra email của bạn để xác nhận tài khoản. Nếu không nhận được email của chúng tôi, xin vui lòng kiểm tra hộp thư rác. <a href=""%s"">Nhấn vào đây</a> để gửi lại email xác nhận."
"This customer email already exists","Email khách hàng này đã tồn tại"
"This customer has no saved addresses.","Khách hàng này chưa có địa chỉ nào được lưu."
"This email does not require confirmation.","This email does not require confirmation."
"This email will be sent instead of default welcome email, after account confirmation.","This email will be sent instead of default welcome email, after account confirmation."
"This is My Default %s Address","This is My Default %s Address"
"To Cart","To Cart"
"To show VAT number on frontend, set Show VAT Number on Frontend option to Yes.","To show VAT number on frontend, set Show VAT Number on Frontend option to Yes."
"Total","Total"
"Type","Type"
"Unknown","Unknown"
"Unsubscribe from Newsletter","Hủy đăng ký nhận tin"
"Update","Update"
"Update customer address data","Update customer address data"
"Update customer data","Update customer data"
"Use as My Default %s Address","Use as My Default %s Address"
"Use as My Default Billing Address","Use as My Default Billing Address"
"Use as My Default Shipping Address","Use as My Default Shipping Address"
"Use as my default billing address","Sử dụng như Địa chỉ thanh toán mặc định của tôi"
"Use as my default shipping address","Sử dụng như Địa chỉ giao hàng mặc định của tôi"
"VAT Number","VAT Number"
"VAT Request Date","VAT Request Date"
"VAT Request Identifier","VAT Request Identifier"
"Validate VAT Number","Validate VAT Number"
"Validate on Each Transaction","Validate on Each Transaction"
"Validation Error Group","Validation Error Group"
"View","View"
"View Order","View Order"
"Visitor","Khách công cộng"
"Visitors Only","Visitors Only"
"Website","Website"
"Welcome Email","Welcome Email"
"Wishlist","Danh sách yêu thích"
"Wishlist - %d item(s)","Danh sách yêu thích - %d sản phẩm"
"Would you like to change the Customer Group for this order?","Would you like to change the Customer Group for this order?"
"Wrong confirmation key.","Wrong confirmation key."
"Wrong customer account specified.","Wrong customer account specified."
"Wrong email.","Wrong email."
"Wrong transactional account email type","Wrong transactional account email type"
"YYYY","YYYY"
"Year","Year"
"You are currently not subscribed to any newsletter.","Bạn hiện chưa đăng ký nhận bất kỳ bản tin điện tử nào."
"You are currently not subscribed to our newsletter.","Bạn hiện chưa đăng ký nhận tin điện tử từ chúng tôi."
"You are currently subscribed to 'General Subscription'.","Bạn hiện đăng ký nhận tin định kỳ theo nhóm 'Bản tin tổng quát'."
"You are currently subscribed to our newsletter.","Bạn hiện đã đăng ký nhận tin điện tử từ chúng tôi."
"You are now logged out","Đăng xuất"
"You have logged out and will be redirected to our homepage in 5 seconds.","Bạn đã đăng xuất, và sẽ được chuyển đến Trang chủ trong 5 giây nữa."
"You have no additional address entries in your address book.","Bạn không có địa chỉ khác trong Sổ địa chỉ."
"You have no additional entries in your address book.","You have no additional entries in your address book."
"You have no default billing address in your address book.","You have no default billing address in your address book."
"You have no default entries in your address book.","You have no default entries in your address book."
"You have no default shipping address in your address book.","You have no default shipping address in your address book."
"You have not set a default billing address.","Bạn chưa khai báo địa chỉ thanh toán mặc định."
"You have not set a default shipping address.","Bạn chưa khai báo địa chỉ nhận hàng mặc định."
"You have placed no orders yet.","Chưa có đơn hàng nào."
"You have placed no products yet.","You have placed no products yet."
"You will be charged tax.","You will be charged tax."
"You will not be charged tax.","You will not be charged tax."
"Your Tax ID cannot be validated.","Your Tax ID cannot be validated."
"Your VAT ID was successfully validated.","Your VAT ID was successfully validated."
"Your account balance is: %s","Your account balance is: %s"
"Your password has been updated.","Mật khẩu của bạn đã được cập nhật."
"Your password reset link has expired.","Liên kết đặt lại mật khẩu của bạn đã hết hạn."
"ZIP","ZIP"
"ZIP/Post Code","ZIP/Post Code"
"Zip/Postal Code","Zip/Postal Code"
"n/a","Chưa có"
"or","hoặc"
"My Product Reviews","Nhận xét sản phẩm của tôi"
"Cancel fail on order %s. Please call us at 1900636467.","Huỷ bỏ đơn hàng %s không thành công. Xin liên lạc với chúng tôi tại 1900636467."
"Order %s has been successfully cancelled.","Đơn hàng %s đã huỷ bỏ thành công."
"Balance","Số dư tài khoản"
"Tryout","Tài khoản Tryout"
"F-point","Tài khoản F-point"
"F-POINT ACCOUNT","TÀI KHOẢN F-POINT"
"VIP Id","Mã VIP"
"VIP Member","Khách hàng VIP"
"Tryout History","Lịch sử sử dụng tài khoản TRYOUT"
"F-point / Freeship","Tài Khoản F-point / Freeship"
"My vouchers","Ví voucher"
"Voucher Partner","Voucher đối tác"
"Voucher code","Mã voucher"
"Buy now","Mua ngay"
"EXP","HSD"
"Action","Hành động"
"Action Time","Thời gian"
"Order Id","Đơn hàng"
"Amount Before","Số dư trước"
"Amount","Giá trị giao dịch fpoint"
"Left Over","Số dư sau"
"pay order","Mua hàng"
"Company VIP Id","Mã VIP Tổ Chức"
"Please enter a valid day (1-%d).","Vui lòng nhập ngày từ (1-%d)."
"Please enter a valid month (1-12).","Vui lòng nhập tháng từ (1-12)."
"Please enter a valid year (1900-%d).","Vui lòng nhập năm từ (1900-%d)."
"Male","Nam"
"Female","Nữ"
"Menu Account","Menu tài khoản"
"cancel order","Hoàn Trả Điểm Cho Đơn Hàng Hủy"
"pay order f-point","Thanh Toán Bằng Điểm Fpoint"
"Exchange Voucher with F-point","Đổi Voucher Bằng Điểm Fpoint"
"Exchange Combo Voucher with F-point","Đổi Combo Voucher Bằng Điểm Fpoint"
"Donate Fpoint","Tặng Fpoint"
"convert from tryout to fpoint","Chuyển đổi Tài Khoản Tryout Sang Fpoint"
"refund fpoint","Hoàn Trả Điểm Fpoint"
"top up fpoint for campaign","Nạp Điểm FPoint"
"accure fpoint","Tích điểm"
"revoke fpoint","Thu Hồi điểm Fpoint"
"add more freeship","Thêm Freeship"
"revoke freeship","Thu Hồi Freeship"
"create order","Sử dụng Freeship"
"activate account","Kích hoạt tài khoản"
"create new","Tạo Tài Khoản Mới"
"top up","Nạp điểm"
"My Refer","Mã giới thiệu"
"Your Refer Code:","Mã giới thiệu của bạn là:",
"Activate refer code","Kích hoạt mã giới thiệu"
"Activate","Kích hoạt"
"OTP Code","Mã OTP"
"Resend OTP","Gửi lại mã OTP"
"Confirm","Xác nhận"
"Invalid phone number","Số điện thoại không chính xác"
"Invalid OTP","Mã OTP không chính xác"
"Your account could not be updated!","Tài khoản của bạn không thể cập nhật. Vui lòng liên hệ hotline 1900636467 để được hỗ trợ."
"OTP code expires. Please use another OTP code!","Mã OTP đã hết hiệu lực. Vui lòng dùng mã khác"
"OTP code does not exist.","Mã OTP không chính xác"
"SERVER ERROR. Please try again later!","Server đang có lỗi. Vui lòng thử lại sau"
"Check your phone for the OTP code","Kiểm tra OTP vừa được gửi tới điện thoại của bạn"
"Phone number have been used by other customer. Please use another phone number!","Số điện thoại đã được sử dụng. Vui lòng sử dụng một số điện thoại khác!"
"SERVER ERROR, can't sent otp code. Please try again later!","Server đang có lỗi. Vui lòng thử lại sau"
"Note: Only apply for Vietnamese phone numbers", "Lưu ý: Chỉ áp dụng cho số điện thoại ở Việt Nam"
"Too many OTP request attempts. For support, please contact hotline 1900 636467.", "Bạn đã gửi OTP quá nhiều lần. Vui lòng liên hệ hotline 1900636467 để được hỗ trợ."
"YOU HAVE SUCCESSFULLY VERIFIED YOUR PHONE NUMBER", "BẠN ĐÃ XÁC THỰC THÀNH CÔNG SỐ ĐIỆN THOẠI"
"This event is now deactive.","Chương trình này đã hết."
"Submit info","Gửi thông tin"
"Member Privileges","Đặc Quyền Thành Viên"
